time,sample,family,O2
00:00:05,AD,A,49.4382564606809
00:00:06,AD,A,49.5687594687245
00:00:07,AD,A,49.5200568410193
00:00:08,AD,A,49.4063597525973
00:00:09,AD,A,49.062687103309
00:00:10,AD,A,49.0757252041646
00:00:11,AD,A,49.7945277951069
00:00:12,AD,A,49.4746791605195
00:00:13,AD,A,49.3831745250386
00:00:14,AD,A,48.2903293222175
00:00:15,AD,A,48.9744317223977
00:00:16,AD,A,48.5764190840936
00:00:17,AD,A,49.1407951644765
00:00:18,AD,A,48.0231443306317
00:00:19,AD,A,49.0307237819396
00:00:20,AD,A,48.4804718782495
00:00:21,AD,A,48.6806031144268
00:00:22,AD,A,48.077399998975
00:00:23,AD,A,48.8954615632531
00:00:24,AD,A,48.2638834480397
00:00:25,AD,A,48.7949681811909
00:00:26,AD,A,48.7090296830667
00:00:27,AD,A,48.1355916358889
00:00:28,AD,A,48.3574155777793
00:00:29,AD,A,47.6415294702939
00:00:30,AD,A,48.1910433059143
00:00:31,AD,A,47.5127762737011
00:00:32,AD,A,47.7587990620174
00:00:33,AD,A,47.5259886504825
00:00:34,AD,A,47.3432580070986
00:00:35,AD,A,47.7741236913176
00:00:36,AD,A,47.7485781525162
00:00:37,AD,A,47.1686990201116
00:00:38,AD,A,47.5478476227577
00:00:39,AD,A,47.0049426226003
00:00:40,AD,A,47.4293606423573
00:00:41,AD,A,46.9959032609601
00:00:42,AD,A,47.6690173872962
00:00:43,AD,A,47.1746443882542
00:00:44,AD,A,47.2057104358149
00:00:45,AD,A,46.8717963006721
00:00:46,AD,A,46.7518710149567
00:00:47,AD,A,47.5403111955008
00:00:48,AD,A,47.0041660281429
00:00:49,AD,A,46.8064631093566
00:00:50,AD,A,46.6860579158195
00:00:51,AD,A,47.5146803347151
00:00:52,AD,A,47.1231757421477
00:00:53,AD,A,46.5390410328457
00:00:54,AD,A,46.6764302606609
00:00:55,AD,A,47.1612876008853
00:00:56,AD,A,47.0618701896961
00:00:57,AD,A,46.5097085431291
00:00:58,AD,A,46.2232919252292
00:00:59,AD,A,46.7024031112459
00:01:00,AD,A,46.697955947858
00:01:01,AD,A,46.3939828283126
00:01:02,AD,A,45.9802299353009
00:01:03,AD,A,46.7108220238627
00:01:04,AD,A,46.9215083948467
00:01:05,AD,A,45.8001924221276
00:01:06,AD,A,46.8070619390892
00:01:07,AD,A,45.9434858908233
00:01:08,AD,A,46.689324692826
00:01:09,AD,A,46.4134905143413
00:01:10,AD,A,45.987742626991
00:01:11,AD,A,46.2910998871738
00:01:12,AD,A,45.7745917109702
00:01:13,AD,A,45.6215413822464
00:01:14,AD,A,46.0976227583709
00:01:15,AD,A,45.3372458480386
00:01:16,AD,A,46.0266624128275
00:01:17,AD,A,46.3136008655224
00:01:18,AD,A,45.8554737426586
00:01:19,AD,A,45.4460683933446
00:01:20,AD,A,45.6815985504267
00:01:21,AD,A,45.3249316016615
00:01:22,AD,A,45.21301036879
00:01:23,AD,A,46.0399739844611
00:01:24,AD,A,44.871975937728
00:01:25,AD,A,45.7262610370596
00:01:26,AD,A,45.0804113822102
00:01:27,AD,A,45.5820727959993
00:01:28,AD,A,45.2155580919696
00:01:29,AD,A,45.0283786431157
00:01:30,AD,A,45.3450618843492
00:01:31,AD,A,45.1629349771573
00:01:32,AD,A,45.5566528278763
00:01:33,AD,A,44.6428817239692
00:01:34,AD,A,44.7650047747262
00:01:35,AD,A,45.1825216780003
00:01:36,AD,A,45.0464636784306
00:01:37,AD,A,44.8342403071003
00:01:38,AD,A,44.9669612677512
00:01:39,AD,A,45.0296942371361
00:01:40,AD,A,44.2447584695342
00:01:41,AD,A,44.4487759298546
00:01:42,AD,A,45.1329439653659
00:01:43,AD,A,44.0449958065842
00:01:44,AD,A,44.527260931494
00:01:45,AD,A,44.5956152358561
00:01:46,AD,A,43.9592857807557
00:01:47,AD,A,44.0507519761596
00:01:48,AD,A,44.7378585304247
00:01:49,AD,A,43.8763344047058
00:01:50,AD,A,44.4753586161369
00:01:51,AD,A,44.5455619684596
00:01:52,AD,A,43.6438479614113
00:01:53,AD,A,43.7200806771234
00:01:54,AD,A,44.2494065021822
00:01:55,AD,A,44.3883925094558
00:01:56,AD,A,44.1591717733659
00:01:57,AD,A,44.0525086523659
00:01:58,AD,A,43.6023879242526
00:01:59,AD,A,44.4041950120495
00:02:00,AD,A,43.5601618046952
00:02:01,AD,A,43.3437749416558
00:02:02,AD,A,44.3927960274379
00:02:03,AD,A,44.1695053146173
00:02:04,AD,A,44.3533985357735
00:02:05,AD,A,43.6078011455735
00:02:06,AD,A,44.1714151387347
00:02:07,AD,A,44.1210029301667
00:02:08,AD,A,43.5752276103372
00:02:09,AD,A,44.2399913146183
00:02:10,AD,A,43.6954719104224
00:02:11,AD,A,44.0353773913763
00:02:12,AD,A,43.050585181381
00:02:13,AD,A,43.0750949094759
00:02:14,AD,A,43.2468022378122
00:02:15,AD,A,43.6922070014456
00:02:16,AD,A,43.3065274499727
00:02:17,AD,A,43.1668071496876
00:02:18,AD,A,43.7423472506774
00:02:19,AD,A,43.5168583866262
00:02:20,AD,A,43.6775394747292
00:02:21,AD,A,43.3603139888027
00:02:22,AD,A,44.1131914146913
00:02:23,AD,A,43.2441956086026
00:02:24,AD,A,43.0292280097639
00:02:25,AD,A,43.0731183278726
00:02:26,AD,A,43.4521414255348
00:02:27,AD,A,43.4239675208756
00:02:28,AD,A,43.8917288847302
00:02:29,AD,A,43.5928968698026
00:02:30,AD,A,43.7546853478511
00:02:31,AD,A,43.3272315093966
00:02:32,AD,A,43.8803597147499
00:02:33,AD,A,42.8831178184727
00:02:34,AD,A,42.9121571841983
00:02:35,AD,A,43.7236513703668
00:02:36,AD,A,43.6405159044822
00:02:37,AD,A,43.6798846513049
00:02:38,AD,A,42.971341399498
00:02:39,AD,A,42.9758699546994
00:02:40,AD,A,42.8229229497422
00:02:41,AD,A,43.7184987083913
00:02:42,AD,A,42.9018506782238
00:02:43,AD,A,43.1326592821942
00:02:44,AD,A,43.928171427041
00:02:45,AD,A,43.5351627710068
00:02:46,AD,A,43.4278977661391
00:02:47,AD,A,43.4716777814754
00:02:48,AD,A,43.3565381629799
00:02:49,AD,A,43.7292975395598
00:02:50,AD,A,42.8027870473337
00:02:51,AD,A,43.3318917805419
00:02:52,AD,A,43.7047664426562
00:02:53,AD,A,43.8076509763055
00:02:54,AD,A,42.8475310922374
00:02:55,AD,A,43.5186247119658
00:02:56,AD,A,43.6582268807289
00:02:57,AD,A,43.4159449309499
00:02:58,AD,A,43.7669251897034
00:02:59,AD,A,42.6256860148959
00:03:00,AD,A,43.4586079894636
00:03:01,AD,A,43.4824873958059
00:03:02,AD,A,43.5470560109724
00:03:03,AD,A,43.6317734355793
00:03:04,AD,A,43.4965029329021
00:03:05,AD,A,43.6074463244692
00:03:06,AD,A,42.5423693636801
00:03:07,AD,A,42.7910715251804
00:03:08,AD,A,42.7202505790476
00:03:09,AD,A,42.8655786253564
00:03:10,AD,A,43.5630081775855
00:03:11,AD,A,42.5301134957463
00:03:12,AD,A,42.5720271808762
00:03:13,AD,A,43.6567902194276
00:03:14,AD,A,43.3316890179325
00:03:15,AD,A,43.5746866369039
00:03:16,AD,A,43.4602738755379
00:03:17,AD,A,42.8197069093414
00:03:18,AD,A,42.4870700963806
00:03:19,AD,A,42.7039492164045
00:03:20,AD,A,43.2616940270621
00:03:21,AD,A,43.0051678182274
00:03:22,AD,A,43.2696359663192
00:03:23,AD,A,42.7851721923925
00:03:24,AD,A,43.3095990896556
00:03:25,AD,A,42.5078155704379
00:03:26,AD,A,42.4060166845839
00:03:27,AD,A,42.532843976283
00:03:28,AD,A,42.6782653877731
00:03:29,AD,A,43.1084718451328
00:03:30,AD,A,42.6117173744995
00:03:31,AD,A,43.2616337875738
00:03:32,AD,A,43.0137993857372
00:03:33,AD,A,42.4586255933471
00:03:34,AD,A,42.4545512092817
00:03:35,AD,A,42.8312391917012
00:03:36,AD,A,42.4148053816515
00:03:37,AD,A,43.3180290072426
00:03:38,AD,A,42.7263537157732
00:03:39,AD,A,42.3783868847094
00:03:40,AD,A,43.1312553441967
00:03:41,AD,A,43.0202859284445
00:03:42,AD,A,42.5975040340158
00:03:43,AD,A,42.3363608315154
00:03:44,AD,A,43.3621808933797
00:03:45,AD,A,43.1852349109919
00:03:46,AD,A,42.5847227335143
00:03:47,AD,A,43.2225181498921
00:03:48,AD,A,42.1454074977507
00:03:49,AD,A,42.727567899113
00:03:50,AD,A,42.7896208095329
00:03:51,AD,A,42.6654725042306
00:03:52,AD,A,42.139677565761
00:03:53,AD,A,43.0560037346084
00:03:54,AD,A,42.6074798870513
00:03:55,AD,A,42.0266489532607
00:03:56,AD,A,42.8440755906491
00:03:57,AD,A,43.0161674172733
00:03:58,AD,A,42.7996938762505
00:03:59,AD,A,42.3729455456517
00:04:00,AD,A,42.5120061917734
00:04:01,AD,A,41.885759027644
00:04:02,AD,A,42.2452234985113
00:04:03,AD,A,42.8195418532854
00:04:04,AD,A,42.3923693690469
00:04:05,AD,A,42.4000859341704
00:04:06,AD,A,42.3056052209092
00:04:07,AD,A,41.9553478378175
00:04:08,AD,A,42.010120828116
00:04:09,AD,A,41.770229926007
00:04:10,AD,A,41.6335545646568
00:04:11,AD,A,41.6254902770422
00:04:12,AD,A,42.5321911569428
00:04:13,AD,A,42.5338184079889
00:04:14,AD,A,42.0150132033831
00:04:15,AD,A,42.5019976306617
00:04:16,AD,A,41.3921300248208
00:04:17,AD,A,42.3903805785832
00:04:18,AD,A,41.3867447164914
00:04:19,AD,A,41.6008423949719
00:04:20,AD,A,41.2683972540493
00:04:21,AD,A,41.9099221954358
00:04:22,AD,A,41.1021632355928
00:04:23,AD,A,41.4765323144728
00:04:24,AD,A,41.176232453103
00:04:25,AD,A,41.9679496979793
00:04:26,AD,A,41.700883721704
00:04:27,AD,A,41.708692730833
00:04:28,AD,A,40.9638805042636
00:04:29,AD,A,41.4357775239943
00:04:30,AD,A,41.032392643185
00:04:31,AD,A,41.2900034867073
00:04:32,AD,A,41.6424694422533
00:04:33,AD,A,41.64146095132
00:04:34,AD,A,41.2049994972543
00:04:35,AD,A,41.1141518347028
00:04:36,AD,A,41.6268483945285
00:04:37,AD,A,40.7416361619889
00:04:38,AD,A,40.940947143756
00:04:39,AD,A,40.7462141199317
00:04:40,AD,A,41.0160480958743
00:04:41,AD,A,41.3743076427296
00:04:42,AD,A,40.5721826782892
00:04:43,AD,A,40.2616320167233
00:04:44,AD,A,40.833160921055
00:04:45,AD,A,40.3243433042102
00:04:46,AD,A,40.8684038764524
00:04:47,AD,A,40.0662402320435
00:04:48,AD,A,41.0979585531003
00:04:49,AD,A,40.5787364499533
00:04:50,AD,A,40.5350548819583
00:04:51,AD,A,40.1364519014953
00:04:52,AD,A,40.3603054458328
00:04:53,AD,A,40.7056052376622
00:04:54,AD,A,40.0679827063505
00:04:55,AD,A,40.1266803906514
00:04:56,AD,A,39.7414606013604
00:04:57,AD,A,40.1029785256225
00:04:58,AD,A,40.4739019778934
00:04:59,AD,A,40.3931876359007
00:05:00,AD,A,40.0742749368326
00:05:01,AD,A,40.5490686204824
00:05:02,AD,A,39.714569672629
00:05:03,AD,A,39.4459745910667
00:05:04,AD,A,40.1009170327106
00:05:05,AD,A,40.1497805736784
00:05:06,AD,A,39.6200976729272
00:05:07,AD,A,39.4886152825252
00:05:08,AD,A,39.4521011349733
00:05:09,AD,A,39.7616064446089
00:05:10,AD,A,39.8829286319299
00:05:11,AD,A,39.4267330672742
00:05:12,AD,A,39.3997208035755
00:05:13,AD,A,39.2246962285859
00:05:14,AD,A,38.9040045409776
00:05:15,AD,A,39.2143079687276
00:05:16,AD,A,38.8340825532052
00:05:17,AD,A,39.5613170366278
00:05:18,AD,A,39.8531201425537
00:05:19,AD,A,39.3100252152072
00:05:20,AD,A,38.8045226167593
00:05:21,AD,A,38.8186433118528
00:05:22,AD,A,39.3740499109775
00:05:23,AD,A,39.6429456183555
00:05:24,AD,A,39.2420756557879
00:05:25,AD,A,38.8786368361651
00:05:26,AD,A,39.5201289791645
00:05:27,AD,A,38.612652980731
00:05:28,AD,A,38.9752533344691
00:05:29,AD,A,39.1451730042889
00:05:30,AD,A,38.4025412692005
00:05:31,AD,A,38.4695736101199
00:05:32,AD,A,38.6872343722155
00:05:33,AD,A,38.1781348060295
00:05:34,AD,A,38.8658291618804
00:05:35,AD,A,39.1241251910624
00:05:36,AD,A,39.1318855329058
00:05:37,AD,A,38.1331196034954
00:05:38,AD,A,38.3228760624985
00:05:39,AD,A,38.3582803758596
00:05:40,AD,A,38.1596479244388
00:05:41,AD,A,38.0002946934575
00:05:42,AD,A,38.8910172714818
00:05:43,AD,A,38.2796008531956
00:05:44,AD,A,38.2056596008204
00:05:45,AD,A,37.6469282656036
00:05:46,AD,A,38.2141401398903
00:05:47,AD,A,38.1100273033427
00:05:48,AD,A,38.6039537740472
00:05:49,AD,A,37.5599583786221
00:05:50,AD,A,37.7038214905999
00:05:51,AD,A,38.5571639974983
00:05:52,AD,A,38.2876871289568
00:05:53,AD,A,38.2676095106886
00:05:54,AD,A,37.7524079874699
00:05:55,AD,A,37.6893977187409
00:05:56,AD,A,37.5310415223232
00:05:57,AD,A,38.3593166703437
00:05:58,AD,A,37.669012885271
00:05:59,AD,A,37.1370270956354
00:06:00,AD,A,37.3117249009125
00:06:01,AD,A,37.1824446899553
00:06:02,AD,A,37.8756585180238
00:06:03,AD,A,37.5508453717538
00:06:04,AD,A,37.9326806228294
00:06:05,AD,A,37.0917885852198
00:06:06,AD,A,37.1446549352807
00:06:07,AD,A,37.877174492268
00:06:08,AD,A,37.5799963806028
00:06:09,AD,A,36.8869949488362
00:06:10,AD,A,37.3971088942653
00:06:11,AD,A,37.9173575950419
00:06:12,AD,A,37.1675264831247
00:06:13,AD,A,37.3855978919653
00:06:14,AD,A,37.7743751204876
00:06:15,AD,A,37.2842397119997
00:06:16,AD,A,36.8421461448996
00:06:17,AD,A,36.8331707053653
00:06:18,AD,A,37.0909139975584
00:06:19,AD,A,37.6649008587457
00:06:20,AD,A,37.4035621467344
00:06:21,AD,A,37.6394909190156
00:06:22,AD,A,36.5322113577262
00:06:23,AD,A,37.2388079401867
00:06:24,AD,A,37.5705136234546
00:06:25,AD,A,37.5670436836297
00:06:26,AD,A,37.5374574473421
00:06:27,AD,A,36.7288606780718
00:06:28,AD,A,36.8478903942722
00:06:29,AD,A,36.5159510543395
00:06:30,AD,A,36.3807152466517
00:06:31,AD,A,37.249522244509
00:06:32,AD,A,36.5955504333888
00:06:33,AD,A,37.0480841532481
00:06:34,AD,A,37.1845807238458
00:06:35,AD,A,36.7155895624129
00:06:36,AD,A,36.5202043539508
00:06:37,AD,A,36.5228674356333
00:06:38,AD,A,36.8366111373812
00:06:39,AD,A,37.2743274386168
00:06:40,AD,A,36.8111207777605
00:06:41,AD,A,37.2751442643628
00:06:42,AD,A,36.1149579089724
00:06:43,AD,A,36.2277794152
00:06:44,AD,A,36.0672395839633
00:06:45,AD,A,37.0144014430354
00:06:46,AD,A,36.4989926666918
00:06:47,AD,A,36.6077162867221
00:06:48,AD,A,36.7707117826331
00:06:49,AD,A,36.6549103785735
00:06:50,AD,A,36.8629495929268
00:06:51,AD,A,36.388177267753
00:06:52,AD,A,35.9197442318273
00:06:53,AD,A,36.8549518622262
00:06:54,AD,A,36.3337819275094
00:06:55,AD,A,36.6003822703338
00:06:56,AD,A,36.3873550625785
00:06:57,AD,A,35.9417442896515
00:06:58,AD,A,36.8865213285155
00:06:59,AD,A,35.7636381604508
00:07:00,AD,A,35.9717105771989
00:07:01,AD,A,36.5731380735942
00:07:02,AD,A,36.1937674306595
00:07:03,AD,A,35.7592900033215
00:07:04,AD,A,35.7135315048458
00:07:05,AD,A,36.2648625575731
00:07:06,AD,A,35.6231256685789
00:07:07,AD,A,35.6592865636054
00:07:08,AD,A,36.148704891957
00:07:09,AD,A,35.6008439589393
00:07:10,AD,A,36.5155131448936
00:07:11,AD,A,35.6358459121336
00:07:12,AD,A,35.9461618650337
00:07:13,AD,A,36.0414266352018
00:07:14,AD,A,35.9336379338308
00:07:15,AD,A,36.220693969643
00:07:16,AD,A,35.6795219833902
00:07:17,AD,A,35.9307997193902
00:07:18,AD,A,35.443278204333
00:07:19,AD,A,36.3284782199592
00:07:20,AD,A,35.4974227910177
00:07:21,AD,A,35.4595319148243
00:07:22,AD,A,35.4956546691181
00:07:23,AD,A,35.665253618058
00:07:24,AD,A,36.1086601041811
00:07:25,AD,A,35.9310410860392
00:07:26,AD,A,35.4961046184654
00:07:27,AD,A,35.3337963699448
00:07:28,AD,A,35.993126462486
00:07:29,AD,A,36.2499776609015
00:07:30,AD,A,35.4076467678499
00:07:31,AD,A,36.2100197874402
00:07:32,AD,A,35.3357011479562
00:07:33,AD,A,35.1788786972022
00:07:34,AD,A,34.96813676282
00:07:35,AD,A,35.140765375807
00:07:36,AD,A,35.9857758354008
00:07:37,AD,A,35.5721564432993
00:07:38,AD,A,35.499466429767
00:07:39,AD,A,36.0419686819502
00:07:40,AD,A,35.9766855156899
00:07:41,AD,A,34.8183999040858
00:07:42,AD,A,35.3809223923439
00:07:43,AD,A,35.6888602202209
00:07:44,AD,A,35.2741029861609
00:07:45,AD,A,35.2642678930714
00:07:46,AD,A,34.6944498237796
00:07:47,AD,A,34.8337631235045
00:07:48,AD,A,34.6566988379633
00:07:49,AD,A,35.6944999524343
00:07:50,AD,A,35.3094461121779
00:07:51,AD,A,34.8607332981826
00:07:52,AD,A,35.3385393182191
00:07:53,AD,A,35.3404604178258
00:07:54,AD,A,34.4141326301316
00:07:55,AD,A,34.9331177379922
00:07:56,AD,A,34.1752233038331
00:07:57,AD,A,34.2711333456033
00:07:58,AD,A,35.0084733754109
00:07:59,AD,A,34.8421188958982
00:08:00,AD,A,34.4963361536783
00:08:01,AD,A,33.7768737844679
00:08:02,AD,A,34.6818094136758
00:08:03,AD,A,34.4158681616118
00:08:04,AD,A,33.8237802270316
00:08:05,AD,A,34.3448436218567
00:08:06,AD,A,34.1303559344541
00:08:07,AD,A,33.1008587807942
00:08:08,AD,A,32.9128868951521
00:08:09,AD,A,32.8869268906116
00:08:10,AD,A,32.6695392964195
00:08:11,AD,A,32.8180134197678
00:08:12,AD,A,33.0013223678269
00:08:13,AD,A,32.8989606870436
00:08:14,AD,A,33.0476591859033
00:08:15,AD,A,32.9917293483334
00:08:16,AD,A,32.8649949223599
00:08:17,AD,A,32.3227872735608
00:08:18,AD,A,31.506416178
00:08:19,AD,A,31.4739387113233
00:08:20,AD,A,31.4623261988649
00:08:21,AD,A,31.1098101567886
00:08:22,AD,A,31.2554824332106
00:08:23,AD,A,31.6277297321029
00:08:24,AD,A,31.211822827923
00:08:25,AD,A,30.8029165233584
00:08:26,AD,A,30.2926058357602
00:08:27,AD,A,31.1309787889886
00:08:28,AD,A,29.8805430844292
00:08:29,AD,A,29.9764914204155
00:08:30,AD,A,30.0924730886416
00:08:31,AD,A,29.3501947054273
00:08:32,AD,A,29.6602204048562
00:08:33,AD,A,29.0289368064552
00:08:34,AD,A,29.5914933298115
00:08:35,AD,A,29.7291718226181
00:08:36,AD,A,29.2236100405632
00:08:37,AD,A,29.4239045600506
00:08:38,AD,A,28.4703767188847
00:08:39,AD,A,28.6807574537527
00:08:40,AD,A,28.8072289799207
00:08:41,AD,A,28.4306860696314
00:08:42,AD,A,28.2516059604185
00:08:43,AD,A,27.444208247923
00:08:44,AD,A,27.8536661345068
00:08:45,AD,A,27.8247938688324
00:08:46,AD,A,27.08918749563
00:08:47,AD,A,27.3029426642949
00:08:48,AD,A,27.2868575110278
00:08:49,AD,A,27.6165380830046
00:08:50,AD,A,27.3201961000473
00:08:51,AD,A,26.7155463948791
00:08:52,AD,A,26.3787264913188
00:08:53,AD,A,26.1342720895796
00:08:54,AD,A,26.6036427681047
00:08:55,AD,A,26.5264168724053
00:08:56,AD,A,26.1776018077065
00:08:57,AD,A,26.056272853207
00:08:58,AD,A,25.9380223906933
00:08:59,AD,A,25.3482679907489
00:09:00,AD,A,25.0831352933489
00:09:01,AD,A,25.7650062310611
00:09:02,AD,A,25.044124654776
00:09:03,AD,A,24.4334995360991
00:09:04,AD,A,24.2778500735628
00:09:05,AD,A,24.4749525846705
00:09:06,AD,A,23.8549111979727
00:09:07,AD,A,24.1835193356135
00:09:08,AD,A,24.6486579658022
00:09:09,AD,A,24.5129947825747
00:09:10,AD,A,24.3036917352453
00:09:11,AD,A,24.1350525632758
00:09:12,AD,A,23.882385045308
00:09:13,AD,A,22.7737651661141
00:09:14,AD,A,23.3452882418434
00:09:15,AD,A,23.0807678986288
00:09:16,AD,A,22.9022196611259
00:09:17,AD,A,23.1247344941624
00:09:18,AD,A,22.071457328712
00:09:19,AD,A,22.566530389675
00:09:20,AD,A,22.5195277860879
00:09:21,AD,A,21.5161157234985
00:09:22,AD,A,22.3940995981321
00:09:23,AD,A,21.3048221635891
00:09:24,AD,A,21.4902908831084
00:09:25,AD,A,22.0139652032508
00:09:26,AD,A,21.0162624726098
00:09:27,AD,A,20.9369941040822
00:09:28,AD,A,21.5372607896906
00:09:29,AD,A,20.6929233073981
00:09:30,AD,A,20.761786372093
00:09:31,AD,A,20.3862604984652
00:09:32,AD,A,20.1487694220178
00:09:33,AD,A,20.4544373378572
00:09:34,AD,A,19.9455241683276
00:09:35,AD,A,20.1274986082016
00:09:36,AD,A,20.319946407638
00:09:37,AD,A,19.3585644407302
00:09:38,AD,A,19.9947958944392
00:09:39,AD,A,19.6827871210822
00:09:40,AD,A,19.6286545658356
00:09:41,AD,A,19.153133844098
00:09:42,AD,A,19.0343394756965
00:09:43,AD,A,19.1946874503617
00:09:44,AD,A,18.2656678601661
00:09:45,AD,A,18.6761379489033
00:09:46,AD,A,18.1856061327398
00:09:47,AD,A,18.6853340082765
00:09:48,AD,A,18.6505991694318
00:09:49,AD,A,18.3220011823448
00:09:50,AD,A,17.5919489625316
00:09:51,AD,A,17.1347853486669
00:09:52,AD,A,17.0216786299912
00:09:53,AD,A,17.3327445309526
00:09:54,AD,A,17.1266834337018
00:09:55,AD,A,16.9168886123747
00:09:56,AD,A,16.2680211949521
00:09:57,AD,A,17.0620128927017
00:09:58,AD,A,16.3208149145391
00:09:59,AD,A,15.8496534005609
00:00:00,FL,B,49.857073787041
00:00:01,FL,B,50.4573792160209
00:00:02,FL,B,50.0774089754
00:00:03,FL,B,50.24659719049
00:00:04,FL,B,50.132270646356
00:00:05,FL,B,50.0180504118558
00:00:06,FL,B,49.815495334398
00:00:07,FL,B,49.2228036375623
00:00:08,FL,B,49.2291687343828
00:00:09,FL,B,49.732039541034
00:00:10,FL,B,49.3842336513102
00:00:11,FL,B,48.9937646019924
00:00:12,FL,B,49.3407374176569
00:00:13,FL,B,48.8854375355039
00:00:14,FL,B,49.2602927824481
00:00:15,FL,B,48.898486054483
00:00:16,FL,B,48.2706750075877
00:00:17,FL,B,48.1951084453964
00:00:18,FL,B,49.1302858267138
00:00:19,FL,B,48.3292582080665
00:00:20,FL,B,48.2753809024353
00:00:21,FL,B,48.5974910595966
00:00:22,FL,B,48.1172064264624
00:00:23,FL,B,48.7827906655274
00:00:24,FL,B,48.9849190317028
00:00:25,FL,B,48.4134185001926
00:00:26,FL,B,48.5944447202156
00:00:27,FL,B,48.5474212445605
00:00:28,FL,B,48.4802255507652
00:00:29,FL,B,47.65680546713
00:00:30,FL,B,48.2963580613664
00:00:31,FL,B,47.5990179044641
00:00:32,FL,B,47.596757761135
00:00:33,FL,B,47.5395345891887
00:00:34,FL,B,48.0915902262422
00:00:35,FL,B,48.4785677057366
00:00:36,FL,B,47.8608889210452
00:00:37,FL,B,47.7422202532401
00:00:38,FL,B,48.0672654100722
00:00:39,FL,B,48.1450078651145
00:00:40,FL,B,47.5277820261769
00:00:41,FL,B,48.1549308370249
00:00:42,FL,B,48.0414199713806
00:00:43,FL,B,47.3791770695704
00:00:44,FL,B,47.5231409839157
00:00:45,FL,B,47.4263301098329
00:00:46,FL,B,47.0517991172498
00:00:47,FL,B,47.8005608382791
00:00:48,FL,B,47.6052033868581
00:00:49,FL,B,46.8176382535839
00:00:50,FL,B,46.9262291865001
00:00:51,FL,B,47.2233276540729
00:00:52,FL,B,46.7024235956494
00:00:53,FL,B,46.952794835337
00:00:54,FL,B,47.6388485148287
00:00:55,FL,B,47.5572852401539
00:00:56,FL,B,47.3965968048484
00:00:57,FL,B,46.7889131077656
00:00:58,FL,B,46.5944003339755
00:00:59,FL,B,46.7652299548205
00:01:00,FL,B,46.4925039669943
00:01:01,FL,B,46.2499129953114
00:01:02,FL,B,46.4719597096613
00:01:03,FL,B,46.3646950497157
00:01:04,FL,B,46.2284130121254
00:01:05,FL,B,46.9222833770738
00:01:06,FL,B,45.9571001159245
00:01:07,FL,B,46.9416119152705
00:01:08,FL,B,46.8096166075971
00:01:09,FL,B,45.8314358396095
00:01:10,FL,B,46.5137380225962
00:01:11,FL,B,45.9660772562212
00:01:12,FL,B,46.7060834434807
00:01:13,FL,B,45.8237965025739
00:01:14,FL,B,46.6711554388123
00:01:15,FL,B,45.8202796853493
00:01:16,FL,B,45.5815039414134
00:01:17,FL,B,45.5337249450346
00:01:18,FL,B,45.4485907759285
00:01:19,FL,B,46.0196668156929
00:01:20,FL,B,45.5547333412186
00:01:21,FL,B,46.1635446869889
00:01:22,FL,B,46.0637505016217
00:01:23,FL,B,45.2319851278062
00:01:24,FL,B,46.0121894740042
00:01:25,FL,B,45.4455004063716
00:01:26,FL,B,45.4547045434913
00:01:27,FL,B,45.3702634923987
00:01:28,FL,B,45.0676723345817
00:01:29,FL,B,45.1192843344503
00:01:30,FL,B,46.0475870760406
00:01:31,FL,B,45.9130901619847
00:01:32,FL,B,44.8193249114652
00:01:33,FL,B,45.3822568591354
00:01:34,FL,B,45.6842538531346
00:01:35,FL,B,45.483779516372
00:01:36,FL,B,45.5042299055517
00:01:37,FL,B,44.9069986697116
00:01:38,FL,B,44.8421249304535
00:01:39,FL,B,45.366541679893
00:01:40,FL,B,44.8115744940188
00:01:41,FL,B,45.2824675278728
00:01:42,FL,B,44.7590961090086
00:01:43,FL,B,45.2707149792067
00:01:44,FL,B,45.2976050990977
00:01:45,FL,B,45.1544384577553
00:01:46,FL,B,44.8142846417845
00:01:47,FL,B,44.8982350629137
00:01:48,FL,B,45.1596272293965
00:01:49,FL,B,44.5642069020129
00:01:50,FL,B,44.5410026656641
00:01:51,FL,B,44.1998032038725
00:01:52,FL,B,44.4204943127232
00:01:53,FL,B,45.0319245928831
00:01:54,FL,B,44.2724735373355
00:01:55,FL,B,44.7635679432728
00:01:56,FL,B,44.0336455823434
00:01:57,FL,B,44.7452463479358
00:01:58,FL,B,43.9196185534623
00:01:59,FL,B,43.951608713442
00:02:00,FL,B,44.4067469982822
00:02:01,FL,B,43.9614579070252
00:02:02,FL,B,43.762393542607
00:02:03,FL,B,44.6618795821542
00:02:04,FL,B,43.7641460058153
00:02:05,FL,B,43.7667416813524
00:02:06,FL,B,44.5665462202091
00:02:07,FL,B,44.6094032038683
00:02:08,FL,B,44.1500201845431
00:02:09,FL,B,43.6557062203186
00:02:10,FL,B,44.256710552655
00:02:11,FL,B,43.9183831528691
00:02:12,FL,B,43.578801537442
00:02:13,FL,B,44.2189028648764
00:02:14,FL,B,44.1804037998294
00:02:15,FL,B,43.4381960028405
00:02:16,FL,B,43.9217388297744
00:02:17,FL,B,44.4113684285504
00:02:18,FL,B,44.3546588876115
00:02:19,FL,B,44.2339776745587
00:02:20,FL,B,43.9075862728339
00:02:21,FL,B,44.4938765201756
00:02:22,FL,B,43.9072359371728
00:02:23,FL,B,44.2849315594438
